Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
The Plucky Squire,"PlayStation 5, Nintendo Switch, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an action-adventure game in which players follow the story of a squire who explores 2D and 3D realms while trying to save his friends. Players traverse platform environments, solve puzzles, and fight whimsical enemies (e.g., goblins, birds, badgers). Players use a small sword to strike cartoony enemies that disappear into puffs of smoke when defeated. One mini-game depicts an exaggerated boxing match, with characters punching and dodging to defeat each other; action is highlighted by impact sounds, brief cries of pain, and screen-shaking effects."
Chicory: A Colorful Tale,"PlayStation 4, PlayStation 5, Nintendo Switch",E10+,"Comic Mischief,Mild Fantasy Violence,Mild Suggestive Themes",No Interactive Elements,No Rating Summary
Truck & Logistics Simulator,"PlayStation 5, Nintendo Switch",E,No Descriptors,"Users Interact (Switch,PlayStation 5)",No Rating Summary
Lost Ruins,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood and Gore,Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
Hidden Objects Collection 5: Detective Stories,Nintendo Switch,T,"Mild Blood,Mild Language,Mild Violence",No Interactive Elements,"This is a collection of ten hidden-object games in which players follow detectives through criminal cases. Players solve puzzles and search for specific items among screens of jumbled objects to advance storylines. Some games depict instances of violence or the aftermath of violence: a character held at gunpoint; a detective shot; a bound victim stabbed offscreen; a murder victim on the ground; historical war footage of explosions and soldiers shooting machine guns. Violence is also referenced in the dialogue/text (e.g., “The report says she was tied, and her wrists were cut. Only after she had lost all her blood she was stabbed in the heart.”). The game occasionally depicts red blood: bloody handprints; body outlines with small splatters of blood; a cup of blood. The word “bastard” is heard in the game."
Whisker Waters,"PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is an adventure role-playing game in which players assume the role of a cat embarking on a whimsical fishing journey. From a third-person perspective, players gather fishing materials, interact with characters, complete quests, and engage in combat with fantastical enemies (e.g., mushroom creatures, giant crabs, walking plants). Players use cartoony spears and bombs to attack enemies; enemies generally get stunned and disappear after being defeated."
Phantasy Star Online 2 New Genesis,Windows PC,M,"Blood,Partial Nudity,Strong Language,Violence",Users Interact (PC)In-Game Purchases (Includes Random Items) (PC),No Rating Summary
2064: Read Only Memories,Nintendo Switch,M,"Blood,Strong Language,Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
PJ Masks Power Heroes: Mighty Alliance,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Mild Fantasy Violence,No Interactive Elements,"This is a 2D platformer game in which players help PJ Mask and friends to restore the PJ Power Q and stop an evil villain. Players traverse side-scrolling levels, collect crystals, and use each hero''s superpowers (e.g., wind gusts, disks throw, dash attack) to defeat small enemies (e.g., ninjas, robots). Enemies attack players by punching and using cartoony laser blasts; damage effects include characters falling backwards, getting stunned, and having dizzy stars above their heads."
Lawn Mowing Simulator - Landmark Edition,Nintendo Switch,E,No Descriptors,No Interactive Elements,This is a simulation game in which players can cut grass and weeds using ride-on lawn mowers and handheld trimmers. Players can start a lawn care business and perform jobs on residential gardens and other landscapes/sites.
Citizen Sleeper,Nintendo Switch,T,"Language,Violent References",No Interactive Elements,"This is an adventure role-playing game in which players assume the role of an escaped worker attempting to survive on a space station. As players follow the story, they make dialogue and action choices that influence the outcome of events. Some scenes contain descriptions of violent acts (e.g., “Then the shot rings out…A bullet hole smokes in the wall beside your head”; “…[Y]ou scramble to your knees behind Ethan''s body and fire”; “You fire again, and again, and again, until the clip is empty and all that are left are clicks”; “[S]he pushes Sabine to their knees, plunging the crackling end of the baton towards their chest”). The words “sh*t” and “a*shole” appear in the game."
TopSpin 2K25,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E,No Descriptors,"Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a sports simulation game in which players compete in tennis matches. Players can engage in a variety of game modes (e.g., Career, Exhibition) to improve their skills and abilities."
Assassin’s Creed® Nexus VR,Meta Quest,T,"Blood,Language,Violence",No Interactive Elements,"This is a VR action-adventure game in which players assume the role of a hacker embodying the memories of assassins. From a first-person perspective, players explore open-world environments, perform missions, and use stealth to discreetly kill human targets. Players use swords, axes, knives, and arrows to kill enemies (e.g., soldiers, guards, targets) in melee-style combat. Combat is highlighted by impact sounds, cries of pain, and small blood-splatter effects. One mission''s failure scenario can result in a prisoner being hanged. The word “sh*t” appears in the game."
Castle of Shikigami2,Nintendo Switch,E10+,"Fantasy Violence,Language,Mild Suggestive Themes,Use of Tobacco",No Interactive Elements,No Rating Summary
Captain Velvet Meteor: The Jump+ Dimensions,Nintendo Switch,E10+,"Fantasy Violence,Mild Blood,Mild Language",No Interactive Elements,No Rating Summary
Endless Ocean: Luminous,Nintendo Switch,E,Alcohol Reference,In-Game Purchases (Switch),"This is a diving simulation game in which players assume the role of a professional diver. Players swim underwater to scan, catalog, and photograph sea creatures. Players can salvage various artifacts from the bottom of the ocean, including an ocean-age wine and a decanter described as “…traditionally used to hold wine.”"
Rose & Camelia Collection,Nintendo Switch,T,"Fantasy Violence,Mild Blood,Suggestive Themes",No Interactive Elements,"This is a collection of fighting games in which players can engage in slapping battles between two powerful families. As players follow various storylines, they engage in one-on-one fights that involve accurately timed dodging and slapping of faces. Fights are highlighted by frequent impact sounds, diminishing health bars, and brief slow-motion effects. Damage is also indicated by bruising and drops of blood on opponents'' faces. Several characters are designed with revealing outfits (e.g., deep cleavage, hair barely covering breasts); one sequence references characters'' breast size (e.g., “[T]he fact that I slept through puberty and never developed a larger bust doesn''t matter since I''m so seductive anyway”; “I guess you''ve got slightly bigger b*obs than me”)."
Valiant Hearts: Coming Home,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",T,"Alcohol Reference,Blood,Use of Tobacco,Violence",No Interactive Elements,"This is a narrative adventure game in which players follow four characters through WWI. From a side-scrolling perspective, players follow each character''s story while engaging in various activities (e.g., finding pieces for a plane engine, leading a battalion across a battlefield). Some activities can result in soldiers being shot by snipers off-screen and/or killed by mortar attacks. These sequences are accompanied by realistic gunfire, large explosions, and cries of pain. Battlefields sometimes depict dead and wounded soldiers lying in pools of blood. One dramatic cutscene depicts a war veteran murdered (off-camera). During some sequences, players must clean and bandage bloody wounds to heal soldiers. The game depicts characters smoking cigarettes and requires players to find bottles of whiskey and schnaps; the text also references alcohol and tobacco (e.g., “A ceramic bottle of schnaps""; “The only product to escape rationing was tobacco.”)."
No Rest for the Wicked,Windows PC,M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,"This is an action role-playing game in which players assume the role of a Cerim warrior battling enemies on the fictional island of Sacra. From a top-down perspective, players explore environments and perform quests while engaging in melee combat with enemies and boss characters. Characters use swords, axes, and explosives to kill enemies (e.g., pirates, soldiers, mutated monsters). Combat is highlighted by screams of pain, explosions, and frequent blood-splatter effects. Some weapons/attacks allow players to dismember enemies, and cutscenes can depict further gore: a monster biting off a corpse''s limb; a mutant dropping a head and arm to the ground. The word “f**k” appears in the game."
Mercenaries Lament: Requiem of the Silver Wolf,"PlayStation 5, Nintendo Switch",E10+,"Fantasy Violence,Mild Language",No Interactive Elements,No Rating Summary
Shin Megami Tensei V: Vengeance,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",M,"Blood,Partial Nudity,Sexual Themes,Strong Language,Violence",No Interactive Elements,"This is a role-playing game in which players assume the role of a high-school student battling evil forces in a fictional Tokyo. Players explore various environments while interacting with characters and battling demonic creatures in turn-based combat. Players select weapon and magic attacks/skills from a menu as characters take turns performing each attack; battles are highlighted by impact sounds, dwindling hit points/health bars, light effects, and cries of pain. Some cutscenes depict further instances of violence: characters impaled through the chest, with accompanying blood-splatter effects; a demon vaporizing students. Several female monsters/demons are depicted with partially exposed breasts and/or buttocks; one creature appears with a phallic-shaped head and torso. A handful of demons (e.g., Succubus, Incubus) are described with sexual characteristics (e.g., “They are known to visit men/woman in their sleep and have sex with them”; “…said to engage in intercourse with human women…”). The word “f**k” appears in the game."
Party Animals,Windows PC,E10+,"Alcohol Reference,Fantasy Violence",Users Interact (PC)In-Game Purchases (Includes Random Items) (PC),"This is a co-operative brawler/fighting game in which players control cartoony animal characters through whimsical battles. Players can punch and grapple rivals or use weapons (e.g., bat, frying pan, tennis racket) to knock out animal foes (e.g., cute puppies, kittens, bunnies, duckies); characters react to damage by wobbling, staggering, and flailing around in comedic, physics-based movements. Combat is highlighted by impact sounds, occasional explosions, and brief slow-motion effects. Character outfits/descriptions occasionally reference alcohol, such as rum and vodka."
DRAGON BALL FighterZ,PlayStation 5,T,"Fantasy Violence,Mild Language,Mild Suggestive Themes",Users Interact (PlayStation 5)In-Game Purchases (PlayStation 5),"This is a fighting game in which players compete in three-person tag-team battles using the characters and events from the Dragon Ball universe. Characters punch and kick each other while also using blasts/beams/balls of energy to defeat opponents. Battles can be fast-paced and frenetic, with frequent impact sounds, light effects, and cries of pain. Cutscenes also depict instances of violence (e.g., several explosions; characters vaporized by energy beams). The game contains some suggestive material: a female character wearing a low-cut top that reveals large amounts of cleavage; character descriptions/tags, such as ""Old Pervert"" and ""Sexy and I Know It."" The words “a*s” and “bastard” appear in the dialogue."
Gori: Cuddly Carnage,"PlayStation 4, PlayStation 5, Nintendo Switch",M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a toy cat (Gori) trying to save a professor on a post-apocalyptic Earth. Players zoom around on a futuristic hoverboard, explore whimsical cities, and slash at fantastical creatures (e.g., zombie-like unicorns, giant disembodied hands). Combat is fast-paced, with frequent blood-splatter effects and explosions; enemies are often dismembered, and some boss characters are decapitated during final moves. Players can strike repeatedly at a boss character with a fleshy/bloody heart and lungs. The words “f**k,” “sh*t,” and “a*shole” appear in the game."
Classified: France ''44,"PlayStation 5, Xbox Series",M,"Blood,Strong Language,Violence",No Interactive Elements,"This is a strategy game, set in 1944 France, in which players lead soldiers and resistance fighters through stealth/combat missions in Nazi-occupied territory. From an overhead/top-down perspective, players take turns moving soldiers around grid-like overlays of locations (e.g., wooded areas, houses, bases). Characters attack enemy soldiers by using knives, guns, and explosives. Combat is highlighted by cries of pain, gunfire, explosions, and small blood-splatter effects. The word “f**k” appears in the game."
Expeditions: A Mudrunner Game,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,"This is an off-road driving simulation game in which players drive trucks across natural rocky and muddy terrain. Players monitor fuel usage and install modules (e.g., winches, chains), while using drones to scout out areas."
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,Nintendo Switch,E10+,"Comic Mischief,Fantasy Violence,Use of Alcohol",No Interactive Elements,"This is an adventure role-playing game in which players assume the role of a wanderer searching for island treasure. From a ¾-overhead perspective, players explore towns, interact with characters, and fight their way through dungeons. Players use swords and arrows to defeat fantastical enemies (e.g., elemental ninjas, spearfish) in turn-based combat. Battles are highlighted by impact sounds, light effects, and dwindling health bars; enemies generally disappear when defeated. During battles, players can consume sweet potatoes, resulting in flatulence cloud effects and accompanying text (e.g., “Makes you fart, sending all beings in the room running.”). One sequence depicts a drunk character (e.g., hiccupping, swaying) that is referred to as “a lousy lush.”"
The Making of Karateka,"PlayStation 4, PlayStation 5, Nintendo Switch",E10+,"Alcohol Reference,Fantasy Violence,Mild Blood,Mild Language",No Interactive Elements,No Rating Summary
Solium Infernum,Windows PC,T,"Blood and Gore,Fantasy Violence,Mild Language,Mild Sexual Themes,Partial Nudity",No Interactive Elements,"This is a strategy game in which players assume the role of a demon attempting to win control of Hell''s throne. From an overhead perspective, players issue orders to armies, capture areas of interest, collect battle cards, and engage in combat against enemies (e.g., armies, demons). Players organize soldiers around a grid-based battlefield, attacking enemies by selecting from a menu. Quick cutscenes depict skirmishes, with soldiers using arrows, dark magic, and melee-style attacks to defeat enemies; defeated enemies fall to the ground, with small blood-splatter and/or bloodstaining effects. Some cards depict still-images of blood/gore (e.g., battle wounds, fingers, hands, tongues). The game contains brief sexual references in the text: “For a few hours we just talk sex""; ""fornication”; “sexual gratification”; “They call you harlot…” A handful of cards depict female fantasy creatures with exposed breasts. The word ""bastard"" appears in the game."
BATSUGUN Saturn Tribute Boosted,"PlayStation 4, Nintendo Switch",E10+,"Fantasy Violence,Use of Tobacco",No Interactive Elements,No Rating Summary
Hi-Fi RUSH,PlayStation 5,T,"Fantasy Violence,Language",No Interactive Elements,"This is a rhythm/action game in which players assume the role of an aspiring rock star battling an evil corporation. From a third-person perspective, players engage in rhythm-based combat against robots and human boss characters. Players use a guitar and pieces of metal to attack robots wielding futuristic swords and blasters; human enemies battle using bursts of energy/electricity and punching/kicking. Fighting is somewhat frenetic, with players building up to multi-hit beatdowns as battles progress. Combat is highlighted by impact sounds, explosions, gunfire, and slow-motion effects. The words “sh*t” and “a*shole” appear in the game."
Rocket Knight Adventures: Re-Sparked!,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,"This is a collection of action platformers in which players control an opossum through levels of cartoony combat. From a side-scrolling perspective, players traverse environments while using a sword and small projectiles to defeat enemies (e.g., pigs, knights, robots). Some games/levels allow players to use a dash attack to slash at enemies quickly. Action is highlighted by small explosions, impact sounds, and cartoony blaster/gunfire sounds. Boss fights feature giant kaiju-like robots punching or shooting each other."
Habroxia,PlayStation 5,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
My Life: Pet Vet,"PlayStation 5, Nintendo Switch",E,No Descriptors,No Interactive Elements,No Rating Summary
Spirit Hunter: Death Mark II,"PlayStation 5, Nintendo Switch",M,"Blood and Gore,Drug Reference,Partial Nudity,Strong Language,Violence",No Interactive Elements,"This is an adventure game that follows the story of Kazuo Yashiki, a sprit hunter investigating multiple supernatural occurrences at an academy. As players follow the narrative, they can explore locations and make choices that determine the course of the story. Some still-screen images depict violence and/or gory deaths: a female student forced to hang herself by bullies; scissor blades impaling a woman''s body; a corpse with a dangling eyeball; a man''s dismembered hand; a severed head. A few sequences depict restrained female characters, with partially exposed breasts and buttocks; one sequence depicts a topless female character, with an insect obscuring her nipples. The text sometimes references drugs (e.g., “Fox Laccata...A poisonous mushroom, it contains ten times the amount of psilocybin (hallucinogenic) as the infamous psilocybe argentipes”; ""ingested fox laccata, and the one that sold the mushrooms to them was K”; “The boys were junkies, addicted to fox laccata.”). The words “f**k” and “sh*t” appear in the game."
Contra: Operation Galuga,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Fantasy Violence,Mild Blood,Mild Language",No Interactive Elements,"This is an action platformer in which players control small commandos that fight army forces and invading aliens. From side-scrolling and vertical-scrolling perspectives, players traverse platform environments while shooting a variety of guns/blasters at enemies; projectiles range from machine gun fire and multi-shot bursts to flamethrowers and targeting missiles. Enemies generally explode when defeated, and alien enemies emit splatters of green blood. One colossal boss is briefly depicted with a missing eye and green-splattered eye socket. The words “p*ssed off” and “a*s” appear in the game."
Neptunia Game Maker R:Evolution,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Language,Suggestive Themes",No Interactive Elements,"This is an action role-playing game in which players assume the roles of celestial goddesses as they rebuild a game company. From a third-person perspective, players explore dungeon-like locations while battling a variety of enemies (e.g., fantastical creatures, robots, human-like characters). Players use futuristic swords, rifles, and magic to defeat enemies in melee-style combat. Battles are highlighted by colorful light effects, cries of pain, and dwindling hit points. Several female characters are designed with revealing costumes (e.g., low-cut tops, deep cleavage). A photo mode allows players to zoom in on characters'' bodies; some characters'' breasts jiggle during certain movements. The words “sh*t” and “a*shole” appear in the game."
Pepper Grinder,"PlayStation 5, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,"This is a 2D action platformer in which players control an adventurer on a quest to retrieve her stolen treasure. From a side-scrolling perspective, players use a super-powered drill to burrow through environments (e.g., sand, water, ice) and attack enemies (e.g., insects, grubs, horned monsters). In some levels. players can pick up and use a cartoony gatling-style gun to shoot creatures; artillery sound effects can be heard. Enemies generally break apart into bones and/or fall from the screen when defeated."
Dragon Quest Builders,Windows PC,E10+,"Alcohol Reference,Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes",Online Interactions Not Rated by the ESRB (PC),"This is an action role-playing game in which players assume the role of a hero who must rebuild the world using the power of creation. Players traverse environments, gather and combine raw materials, build structures, and engage in combat against attacking monsters (e.g., skeletons, golems, dragons). Players use swords, hammers, and bombs to defeat enemies; most attacks cause enemies to burst/fall apart on the battlefield before disappearing. One enemy creature (“bloody hand”) is depicted as a hand covered in red slime. The game also contains some suggestive text/dialogue (e.g., “Scandalous Swimsuit: Racy red swimwear for those who like to show some skin” and “When night falls, do the two of you retire to the same room to spend some special time together.”). During the course of the game, players can acquire or craft a “beer barrel” item. The words ""damn"" and ""hell"" appear in text/dialogue."
Outcast - A New Beginning,"Windows PC, PlayStation 5, Xbox Series",T,"Drug Reference,Language,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a resurrected soldier helping an alien race defend its planet. From a third-person perspective, players explore the alien world, complete quests, interact with characters, and engage in fire fights with creatures and robots. Players use laser blasters and homing rockets to shoot enemies in fast-paced combat. Battles are accompanied by cries of pain, laser-blast effects, and large explosions. The game contains a handful of drug references in the dialogue (e.g., “...[N]o matter how blazed I am, I''m not going to share my secret recipe…”; “Speaking of flying high…I took a taste of this glowing substance…and wow”; “Why do I feel like I''m your personal drug mule”; “Did you smoke something? / Just plants....I didn''t get silly on my own supply.”). The word “sh*t” is heard in the game."
Lonesome Village,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Silent Hill: The Short Message,PlayStation 5,M,"Blood,Strong Language,Violence",No Interactive Elements,"This is a horror adventure game in which players help a teenager find her missing friend in an abandoned apartment building. From a first-person perspective, players explore dark corridors and interact with objects to retrace the friend''s steps. As players traverse the environment, they can encounter a roaming creature that chases them down, killing them with its spiked arm. Blood is depicted on players'' screen during stabbings; some environments depict blood stains on walls, floors, and bathtubs. The game contains dark thematic elements, with references/depictions to bullying, self-harm, and suicide: a character jumping off a building; a first-person depiction of a character putting a razor to her wrist before fading to black. The words “f**k” and “sh*t” are heard in the game."
Farming Simulator Kids,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a simulation game in which players can engage in agriculture-themed mini-games with children and animals. Players can explore farm locations, harvest crops, drive vehicles, and care for various livestock."
The Legend of Heroes: Trails through Daybreak,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood,Drug Reference,Fantasy Violence,Language,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players assume the role of a hero hired to find a stolen heirloom. As players explore a fictional republic, they can complete missions/quests, interact with characters, and battle human enemies and fantasy creatures (e.g., giant insects, demons, robotic turrets). Players use swords, machine guns, and magic spells to defeat enemies in turn-based combat. Battles are highlighted by gunfire, impact sounds, and cries of pain. Some sequences depict blood-splatter effects as characters are attacked; a handful of scenes show blood on characters'' faces and underneath a corpse. The game contains some suggestive material: a gentleman''s club depicting female characters in lingerie dancing on poles; red-light district signage (e.g., “Show Girls”); innuendo/sexuality in dialogue (e.g.,“We''ve got a nice room out in the Entertainment District…[W]e''ll give you more girls...""; ""Just don''t get too naughty, all right?""). The dialogue also references drugs (e.g., ""...laced with illicit substances”; ""hard drugs”; “...[I]f he''s going around selling drugs to children, he won''t be on the streets for long.”). The word “sh*t” is heard in the game."
Eiyuden Chronicle: Hundred Heroes,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,"Fantasy Violence,Language,Mild Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a role-playing game in which help a hero and his companions in their quest to stop an evil empire. Players explore a fantasy kingdom, interact with characters, complete quests, and engage in turn-based combat against stylized soldiers and fantasy creatures (e.g., dragons, zombies). Players can select actions (e.g., weapon strikes, magic spells) from a menu to attack enemies; brief battles are accompanied by impact sounds and screen-shaking effects. The game contains some suggestive material: female characters designed in revealing outfits (e.g., low-cut tops, deep cleavage); dialogue that states, ""Maybe that''ll light a little fire under that cute butty butt of yours“ and ""All I care about is that you bring that butt back to me in one piece.”). The game contains some alcohol use and references: characters buying and selling wine; dialogue such as ""Hic...that''s some good booze,"" ""Even the drunkest old coots is welcome,"" and ""Probably just the ale talking."" The word “a*s” appears in the game."
Princess Peach: Showtime!,Nintendo Switch,E10+,Fantasy Violence,No Interactive Elements,"This is an action platformer in which players follow Princess Peach through whimsical theater-inspired levels. As players explore various plays, they interact with characters, solve puzzles, and battle stylized enemies to rescue the Sparklas and save a theater. Peach uses specific skills (e.g., sword, timed kung-fu kicks, lasso, explosives) to defeat puppet-like characters in combat. Some villains can shoot cartoony lasers or blasters at Peach. Combat is highlighted by stealth elements and brief slow-motion effects."
Have a Nice Death,Nintendo Switch,T,"Alcohol and Tobacco Reference,Blood,Fantasy Violence,Mild Language",No Interactive Elements,"This is a 2D action platformer in which players assume the role of Death as he brings order to the underworld. From a side-scrolling perspective, players traverse platforms and use a scythe and magic attacks (e.g., fire arrows) to defeat enemy creatures (e.g., demons, ghosts, skeletons). Battles are melee-style, accompanied by impact sounds, screen-shaking effects, and light bursts. Some enemies disappear amid bursts of red blood when defeated. One still-screen image depicts a robot character with a cartoony chainsaw embedded in its head—splatters of black liquid, organ, and flesh appear. As players progress, they can encounter cigarette-headed ghosts called Smokers; an item called “Wine of the Damned” appears in the game. The words “bastard” and “p*ssed” also appear in the game."
The400 Mini,The400 Mini,E,Mild Fantasy Violence,No Interactive Elements,"This is a collection of classic Atari 400 games across a variety of genres (e.g., sports, platformers, action-adventure, space shooters). Some games contain moderate or pixilated depictions of violence: small figures shooting projectiles at robots; fighters exploring platforms while punching/kicking ninja enemies; space shooters depicting laser fire and explosions."
Marble It Up! Ultra,Nintendo Switch,E,No Descriptors,Users Interact (Switch),No Rating Summary
POPSLINGER - 팝슬링어,Nintendo Switch,E10+,Fantasy Violence,No Interactive Elements,No Rating Summary
Broadsword Warlord Edition,"PlayStation 5, Nintendo Switch",E10+,"Mild Blood,Mild Violence",No Interactive Elements,"This is a turn-based strategy game in which players choose a faction to control during medieval conflicts. From an overhead perspective, players construct buildings, create and harvest resources, and assemble armies to attack enemy factions. Players organize soldiers (e.g., archers, knights) around a grid-based battlefield, attacking enemies by selecting from a menu. Quick cutscenes depict skirmishes, with soldiers using swords, maces, and projectiles to defeat enemies; soldiers generally fall to the ground and/or off their horses before disappearing. A menu screen depicts a painting of a battlefield with red stains on the ground."
Another Code: Recollection,Nintendo Switch,T,"Alcohol and Tobacco Reference,Mild Blood,Mild Violence",No Interactive Elements,"This is an adventure game in which players assume the role of a teenager searching for answers after the loss of her mother. As players explore various locations for clues, they can solve puzzles and piece together memories/past events. Some cutscenes depict violent acts that include cutaways/indirect camera angles: a child witnessing a character shot; characters wrestling for control of a pistol; a woman grazed on the arm by a bullet; characters knocked out by chloroform. One sequence depicts a large splatter of blood on the ground. The game contains depictions and/or references to alcohol and tobacco: players'' character interacting with cigarette butts to add to inventory/solve puzzles; text references such as ""...lost in a bottle of alcohol...""; ""When he hugs me, I smell cigarettes""; ""The tablecloth is stained with wine.”"
Turok 3: Shadow of Oblivion,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",M,"Blood and Gore,Violence",No Interactive Elements,"This is a retro-style first-person shooter in which players assume the roles of siblings as they battle to stop a dangerous cosmic entity. Players explore stylized environments and solve puzzles, while battling fantastical creatures (e.g., aliens, mutated humans, dinosaurs). Players use pistols, shotguns, rifles, and futuristic weapons (e.g., cerebral bore) to kill enemies in fast-paced fire fights. Combat is accompanied by gunfire, explosions, and cries of pain. Decapitation, dismemberment, and large blood-splatter effects frequently occur, as enemies are killed. A handful of sequences depict alien creatures eating human corpses in the background."
Eternights,"PlayStation 4, PlayStation 5",M,"Blood and Gore,Strong Language,Suggestive Themes,Violence",No Interactive Elements,"This is a role-playing game in which players lead five survivors through an apocalypse in modern-day Japan. From a third-person perspective, players explore underground corridors, search for supplies and survivors, and battle mutated creatures in melee-style combat. Players use a mystical light sword and magic attacks to kill enemy creatures. Battles are fast-paced, accompanied by impact sounds, cries of pain, and screen-shaking effects. Some cutscenes depict additional acts of violence and/or gore: a mutated creature mauling a character, resulting in blood splatter; a character''s arm severed by a blade. As players progress through the game, they can interact and build romantic relationships with survivors. Some interactions reference innuendo/suggestive material in the dialogue (e.g., “We stole a lot of porn from my grandpa""; “Now I don''t want to show her all of you. Some parts of you I want to keep for myself”; “Want me to send you dirty pictures?”). A handful of sequences depict adult magazines on a table and a poster of a female character with deep cleavage. The words “f**k” and “a*shole” are heard in the game."
Midnight Fight Express,"PlayStation 4, Nintendo Switch",M,"Blood and Gore,Drug Reference,Strong Language,Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
Naruto x Boruto: Ultimate Ninja Storm Connections,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Mild Blood,Mild Language,Suggestive Themes,Violence","In-Game Purchases (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)","This is a fighting game in which players engage in one-on-one battles while following storylines from the Naruto anime and manga. Players can engage in fights using punches, kicks, and special “jutsu” moves to deplete their opponents'' health bars. Some “jutsu” moves use weapons such as swords or explosives, while others use magical bursts of energy. Several cutscenes and still images depict characters with splatters of black or red blood on their face and/or clothing; a handful of cutscenes depict characters being impaled with swords and occasional splatters of blood. Some characters have abilities that summon female characters in bikinis to distract their opponents; the bikinis sometimes reveal the undersides of characters'' breasts with brief bouncing effects. Players can also change characters into swimsuits, some of which reveal deep cleavage depending on the character. A frog character is occasionally depicted with a pipe or cigarette in its mouth. The word “bastard” appears in the game."
Touch Detective 3 + The Complete Case Files,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Killer Instinct: Anniversary Edition,"Windows PC, Xbox One, Xbox Series",T,"Blood,Mild Language,Mild Suggestive Themes,Violence","Users Interact (PC,Xbox One,Xbox Series)In-Game Purchases (PC,Xbox One,Xbox Series)","This is a fighting game in which players engage in one-on-one combat with a cast of human and fantasy characters. Players use punches, kicks, and special attacks (e.g. fireballs, lightning blasts, web strikes) to deplete opponents'' health meters. Some characters also use weapons such as swords, bows, and claws to attack enemies. Battles are constant and frenetic, accompanied by impact sounds, cries of pain, and colorful light effects. Characters emit large blood-splatter effects when hit, leaving large blood stains on the ground. Some female characters are designed with revealing and/or skintight outfits with deep cleavage. The word “a*s” appears in the game."
Fortnite Festival,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,Lyrics,"Users Interact (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)","This is a music-and-rhythm action game in which players simulate performing songs by using on-screen avatars with various instruments. Players simulate playing guitar, bass, drums, or singing and are scored based on the accuracy of notes hit. Some song lyrics contain references to suggestive material (e.g., “Keepin'' one eye open, still clockin'' the hoes”; “Chest now, he takes off her dress now”; “Looking for your girl? She on my jock”). A handful of songs reference controlled substances (e.g., “Popping like we drug dealers, sipping Crissy, bubb'' macking”; “Drugs started feelin'' like it''s decaf”; “Making a living off my brain, instead of ''caine now”). One song contains the word “sh*t.”"
