Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
System Shock (Remake),"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Intense Violence,Language",No Interactive Elements,"This is a first-person shooter in which players assume the role of a hacker trying to fight his way out of a deserted station in the year 2072. Players use machine guns, shotguns, blasters, and laser swords to kill hostile enemies (e.g., mutants, cyborgs, security robots) in frenetic combat. Fighting is highlighted by realistic gunfire, explosions, and blood-splatter effects. Some weapons cause enemies to explode into blood and viscera. Players can also inflict severe damage on corpses (i.e., post-mortem damage), resulting in severed body parts that remain on the ground. One puzzle prompts players to locate a severed human head in order to progress. Some locations depict large blood pools and/or piles of viscera atop hospital beds/slabs. The word “sh*t” appears in the game."
Infinity Strash: DRAGON QUEST The Adventure of Dai,Windows PC,T,"Fantasy Violence,Mild Blood,Mild Language",No Interactive Elements,"This is an action role-playing game in which players assume the role of a Dragon Knight attempting to save humanity from an evil force. From a third-person perspective, players explore the world, complete quests, and battle fantastical creatures (e.g., slimes, bats, skeletons, demons). Players use swords, staffs, spears, and magic to attack enemies. Combat is highlighted by impact sounds and cries of pain. Cutscenes depict further instances of violence and blood: characters impaled by swords; characters sacrificing themselves in large explosions; characters crushed by boulders; green blood-splatter on characters'' bodies; small traces of red blood. The word “bastard” appears in the game."
Melatonin,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Monochrome Mobius: Rights and Wrongs Forgotten,"PlayStation 4, PlayStation 5",T,"Blood,Drug Reference,Language,Suggestive Themes,Use of Alcohol,Violence",No Interactive Elements,"This is a role-playing game in which players lead adventurers on a quest to find a missing man in a fantasy kingdom. Players explore towns, recruit party members, and engage in turn-based combat against human enemies and fantastical creatures (e.g., robotic skeletons, giant dessert clams, demonic animals). Players can perform weapon strikes, use combat skills, and cast magic spells to attack opponents. Battles are fast-paced, highlighted by impact sounds, cries of pain, and screen-shaking effects. Blood-splatter effects also occur when characters are hit. A handful of sequences depict additional instances of violence and blood: large splatters of blood appearing as a character is slashed; blood stains underneath corpses. The game contains some suggestive depictions: a hot-bath sequence depicting a still image of nude drunken men (groin areas obscured by camera angles, strategically placed objects). The dialogue also contains some suggestive references/innuendo: ""...[T]ake precautions. Men tend to get caught up in the spirit of the moment...a bride with a big belly will only get people talking”; “I''ll show you what I''ve got... I''ll take out my long sword and wave it with pride.” One quest requires players to obtain an herb that resembles cannabis; the herb is referenced as containing illegal feel-good substances. Some sequences depict drunken characters and discussion of the virtues of alcohol. The words “sh*t” and “a*shole” appear in the game."
Tennis On-Court,PlayStation 5,E,No Descriptors,No Interactive Elements,This is a VR sports simulation game in which players compete in tennis matches. Players can engage in a variety of game modes and improve skills through exercises and drills.
Throne and Liberty,"Windows PC, PlayStation 5, Xbox Series",T,"Blood,Mild Suggestive Themes,Violence","Users Interact (PC,Xbox Series,PlayStation 5)In-Game Purchases (PC,Xbox Series,PlayStation 5)","This is a multiplayer role-playing game in which players search for fragments of the Star of Silaves to save a fantasy world. From a pulled back third-person perspective, players explore open-world environments while performing quests and battling human and fantastical enemies. Players use swords, axes, arrows, and magic attacks/skills to enemies (e.g., soldiers, demons, orcs, boss characters). Some attacks result in small blood splashes; cutscenes depict stylized blood splashes when characters are slashed, hit by arrows, or stabbed. A handful of environments depict battlefields with corpses and/or small blood pools. One demon character is designed with a low-cut top that reveals deep cleavage; camera angles briefly linger on her body."
Inspector Gadget - MAD Time Party,"PlayStation 4, PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is an action platformer in which players assume the role of Inspector Gadget as he attempts to repair a time machine. Players obtain bolts by engaging in various mini-games (e.g., avoiding cars, collecting gears, replicating steps, racing). Some mini-games allow characters to shove or hit opponents with a hammer, resulting in characters getting stunned, with ""dizzy swirls"" over their heads."
Metal Tales: Overkill,PlayStation 4,M,"Blood,Fantasy Violence,Strong Lyrics",No Interactive Elements,"This is an action-adventure game in which players assume the role of a heavy-metal musician on a quest to save the world from evil. From a top-down perspective, players explore music venues and use a guitar to shoot energy blasts at enemies (e.g., possessed fans, bouncers, guitar bosses). Battles are sometimes frenetic, highlighted by impact sounds and cries of pain. Enemies emit purple blood splatter when hit, and red blood stains can be seen on the ground. Some song lyrics in the game contain the words “f**k” and “sh*t.”"
Red Dead Redemption,Nintendo Switch,M,"Blood,Intense Violence,Nudity,Strong Language,Strong Sexual Content,Use of Drugs",No Interactive Elements,"This is an ""open-world"" action-adventure game in which players assume the role of John Marston, a reformed criminal on a mission to capture the remnants of his old outlaw gang. Players roam Wild West environments and perform various missions for criminal figures and law enforcement: destroying bridges, helping individuals in distress, delivering packages of drugs (e.g., opium), capturing outlaws, and eliminating rival figures. Players use shotguns, pistols, and rifles to kill enemies in realistic gun battles. Players can engage in melee-style hand-to-hand combat and trigger slow-motion effects by shooting enemies at close-range or by targeted shooting (i.e., aiming for body parts). Blood often spurts out of characters when shot; head shots and knife attacks result in much larger sprays. In one sequence, a bloodied and mutilated corpse can be seen hanging from the rafters of a barn. Players have the ability to shoot pedestrians in the game; however, a ""Wanted Level""-penalty system discourages these acts by triggering a law enforcement response. The game contains a scene in which two characters have sex on a table; there is a brief instance of female nudity. One sequence depicts a man injecting himself with a syringe filled with cocaine. Language such as ""f**k,"" ""c*nt,"" and ''sh*t"" can be heard in the dialogue."
Red Dead Redemption,PlayStation 4,M,"Blood and Gore,Intense Violence,Nudity,Strong Language,Strong Sexual Content,Use of Drugs",No Interactive Elements,"This is an open-world action-adventure game in which players assume the role of a reformed criminal capturing the remnants of an outlaw gang and combatting a zombie plague. From a third-person perspective, players traverse a Wild West environment, complete missions, and engage in gun fights with enemies (e.g., lawmen, outlaws, zombies). Players use knives, pistols, shotguns, explosives, and melee-style attacks to kill enemies; some attacks depict slow-motion effects and close-range/targeted shooting. Large blood-splatter effects occur during battle, and some weapons may decapitate enemies. Players are able to shoot civilians, though this will negatively impact players'' progress (e.g., wanted status, pursuit by lawmen). The game contains instances of nudity and sexual material: a nude, mutilated corpse hanging from rafters; two characters engaging in intercourse, with breast exposure and sexual moaning sounds; a cartoon of a man with partially exposed buttocks thrusting against a tree. One sequence depicts a man injecting himself with a syringe full of cocaine. The words “f**k,” “sh*t,” and “c*nt” appear in the game."
Red Dead Redemption: Undead Nightmare,Nintendo Switch,M,"Blood and Gore,Intense Violence,Sexual Themes,Strong Language",No Interactive Elements,"This is an ""open-world"" action-adventure game in which players assume the role of John Marston, a reformed criminal on a mission to stop the spread of a zombie plague. Players roam Wild West environments and use shotguns, pistols, rifles, torches, and dynamite to kill attacking zombies. Players can engage in melee-style hand-to-hand combat and trigger slow-motion effects by shooting enemies at close-range or by targeted shooting (e.g., head shots). Blood often spurts out of characters when shot; close-range assaults cause much larger sprays. Some weapons cause zombies to explode into body parts, and one sequence depicts body parts lying on the ground (e.g., zombies eating a corpse). The game contains zombie characters in revealing outfits and sexual references in the dialogue (e.g, ""I''ll give you a quickie later,"" "". . . filthy whore-mongering wretch,"" ""Oh my God, you''re a voyeur! You''re peeping in on our love.""). Language such as ""f**k"" and ""sh*t"" can also be heard in dialogue."
The Legend of Heroes: Trails of Cold Steel III,PlayStation 5,T,"Blood,Fantasy Violence,Language,Suggestive Themes,Use of Alcohol and Tobacco",No Interactive Elements,"This is a role-playing game in which players follow soldiers as they attempt to uncover secret plots and prevent a war. From a third-person perspective, players explore fantasy settings, interact with characters, and engage in battles with enemy soldiers and creatures (e.g., fish-like monsters, robots, jaguars). Combat is turn-based, with players selecting attack moves from a menu before watching brief cutscenes of their fighters slashing swords. A handful of cutscenes depict splashes of blood (e.g., a character with a bloody chest wound); in one sequence, blood-splatter effects occur during combat with fish-like enemies. The game contains some suggestive material: a character groping a female character''s chest under her armor/chest plate, with accompanying dialogue (e.g., ""Hmm, the armor makes ''em seem small, but they''re actually about as big as Lady Bell''s.”); a student flirting with her teacher (e.g., ""A student and her instructor alone in a quiet classroom...Truly an ideal setting.""). A few scenes depict characters drinking alcohol; one scene shows a character smoking a cigarette. The word ""sh*t"" can be heard in the game, and a character can be seen holding up his middle finger."
The Legend of Heroes: Trails of Cold Steel IV,PlayStation 5,T,"Blood,Fantasy Violence,Language,Simulated Gambling,Suggestive Themes,Use of Alcohol and Tobacco",No Interactive Elements,"This is a role-playing game in which players follow a group of heroes as they attempt to stop a war. Players explore various environments (e.g., fields, dungeons) and engage in battles against human soldiers and fantasy creatures (e.g., dragons, giants mechs, demons). Players use swords, axes, firearms, and magic to defeat enemies. Slashing sounds, light effects, and explosions highlight the turn-based combat. One character''s special attack depicts large blood-splatter effects, as several scythes spin to attack enemies. The game contains some suggestive material: dialogue such as “...[Y]ou''ve got quite the promising pair…though they pale in comparison to Emma''s""; a prolonged sequence in which a woman gropes another character''s chest (e.g., “Ahh, smooth and squishy to the touch…I could just do this forever.”). As players progress, they can visit a casino to play and bet on games of Poker and Blackjack. A handful of sequences depict a character drinking alcohol and smoking cigars, and one sequence involves a drinking contest. The words ""sh*t"" and “a*shole” are heard in the game."
eFootball™ 2024,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E,Mild Language,"In-Game Purchases (Includes Random Items) (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a soccer simulation game in which players control soccer teams from international leagues. Players can compete in a variety of game modes (e.g., Online Tournament, Kick Off, Training) and make various management decisions (e.g., negotiating contracts, scouting athletes). The word “damned” appears in the game."
Mail Mole,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Mortal Kombat 1,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language","Users Interact (PC,Switch,Xbox Series,PlayStation 5)In-Game Purchases (PC,Switch,Xbox Series,PlayStation 5)","This is a fighting game in which players engage in one-on-one battles against characters from the Mortal Kombat universe. Players punch, kick, throw, and use special attacks (e.g., guns; blasts of fire, ice, or lightning; bladed weapons) to drain opponents'' life meters. Battles are highlighted by screams of pain, realistic gunfire, and exaggerated impact sounds; large blood-splatter effects occur frequently. Some attacks are depicted with slow-motion x-ray views of characters'' bones shattering. Each character can perform various finishing moves (Fatalities, Brutalities) after an opponent is defeated; these over-the-top moves can result in characters being dismembered and graphically mutilated. Some of these moves expose organs (e.g., a character cut in half with visible entrails, a character''s chest torn open with heart visible). The words “f**k,” “sh*t,” and “a*shole” appear in the game."
Wild Card Football,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,"Mild Fantasy Violence,Mild Language","In-Game Purchases (PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)","This is an arcade-style sports game in which players engage in over-the-top games of football. Players use power-ups, special movements, and skills (e.g., cyclones, UFOs, tar pits) to distract quarterbacks, score touchdowns, and tackle opposing players. Some takedowns/tackles are depicted in an over-the-top manner (e.g., characters lifting players above their heads to slam them down); some tackles are also depicted in slow-motion, with exaggerated grunting and impact sounds. The word “damn” is heard in the game."
Sea of Stars,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,"Fantasy Violence,Mild Blood,Mild Language",No Interactive Elements,"This is an adventure role-playing game in which players assume the roles of two protagonists fighting off an evil alchemist. From a ¾-overhead perspective, players explore environments, interact with characters, and engage in turn-based combat against enemies (e.g., wizards, undead creatures, spirits, warriors). Players use swords, knives, staffs, and magic to attack small enemies. Battles are highlighted by impact sounds, colorful light effects, and explosions. A handful of levels depict pixelated, non-detailed organs/organic matter in the background; monsters sometimes have red scratch marks, open wounds, red stitches on their bodies. The words ""damn"" and ""hell"" appear in the game."
Blasphemous 2,"PlayStation 5, Nintendo Switch, Xbox Series",M,"Blood and Gore,Partial Nudity,Violence",No Interactive Elements,"This is an action platformer in which players assume the role of a revived warrior on a quest to stop an evil force. From a 2D side-scrolling perspective, players traverse a fantasy world, battling human enemies and fantastical creatures (e.g., the undead, winged puppets, demons) in hack-and-slash combat. Players use swords, maces, and magic attacks to kill enemies. Battles are accompanied by sword-slashing sounds, blood-splatter effects, and cries of pain. A handful of sequences depict additional instances of violence and/or blood: a character on an altar crushed by a stone, with large blood-splatter effects; a man impaled through the chest; a floating heart sliced open, with blood pouring on a corpse below. One pixelated level depicts cherubs slowly skinning a woman, as players'' repeated visits reveal skin being pulled back from her arms and body. A handful of characters are depicted with exposed breasts and buttocks; one prolonged sequence shows a giant breastfeeding a child."
Noob - The Factionless,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,"Alcohol Reference,Fantasy Violence,Language,Mild Blood,Mild Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players follow characters trying to achieve Legendary class and become a great guild. Players explore environments, complete quests, and advance their levels by defeating enemies in turn-based combat. Small characters use swords, axes, guns, and spells to attack various enemies (e.g., worms, flowers, pirates, dragons). Some attacks result in a Bleed status effect (e.g., a cartoony red, bubbling effect) and small blood puddles that briefly stain the ground. Some female characters are designed with slightly revealing outfits (e.g., deep cleavage); the dialogue also contains suggestive material (e.g., “It''s all about sex and violence! Disgusting!”). The dialogue briefly references alcohol (e.g., “You go all woozy and wake up in a secret level, a bit like that film where they all wake up from a hangover.”). The words “bada*s” and “do*chebag” appear in the game."
Trine 5: A Clockwork Conspiracy,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is a puzzle-platforming game in which players control three heroes (e.g., wizard, knight, thief) as they attempt to save their kingdom. From a side-scrolling perspective, players solve puzzles, avoid hazards (e.g., chasms, spike pits), and engage in bursts of combat. Players use swords, arrows, and magic spells to defeat fantastical enemies (e.g., mechanical knights, rat men, skeletons). Fighting can include brief explosions and short cries of pain."
Rain World,"PlayStation 5, Nintendo Switch",E10+,"Fantasy Violence,Mild Blood,Tobacco Reference",No Interactive Elements,No Rating Summary
Sea of Thieves,"Windows PC, Steam, Xbox One, Xbox Series",T,"Crude Humor,Use of Alcohol,Violence","Users Interact (PC,Xbox One,Xbox Series,Steam)In-Game Purchases (PC,Xbox One,Xbox Series,Steam)","This is an action-adventure game in which players assume the role of a pirate exploring a vast open world of oceans and islands. From a first-person perspective, players complete quests and explore the seas and remote islands for treasure and resources. On the open seas, players can engage in sea battles against other pirate ships by using cannons and harpoons; on land, players can use pistols and swords to battle enemies (e.g., skeletons, ghosts) in frenetic combat. Battles are highlighted by realistic gunfire, sword-slashing effects, and large explosions. During the course of the game, the players'' character can drink mugs of grog, which can result in screen-blurring and the character belching and hiccupping. Consuming too much grog can cause the players'' character to vomit green liquid."
WarioWare: Move It!,Nintendo Switch,E10+,"Crude Humor,Fantasy Violence",No Interactive Elements,"This is a collection of action-party games (i.e., micro-games/mini-games) in which players follow Wario and his friends on a vacation. Players can perform various poses, view cutscenes, and complete mini-games, some of which involve avoiding enemies and hazards (e.g., thorns). A handful of mini-games involve attacking cartoony robots, slaying monsters, and shooting/hitting enemies. Action is accompanied by whimsical sound effects/impact noises and small explosions; boss battles depict more protracted combat. A handful of mini-games contain instances of crude humor: a cactus character with exposed buttocks emitting flatulence; characters bumping snowballs with their buttocks; a character dodging pink poo coils; a boss shooting poo-coil missiles from plungers."
Rogue Legacy 2,"PlayStation 4, PlayStation 5, Nintendo Switch",E10+,"Crude Humor,Fantasy Violence",No Interactive Elements,"This is an action-adventure game in which players assume the roles of a knight and his heirs as they embark on an adventure. From a side-scrolling perspective, players traverse platforms, avoid hazards, and battle fantasy enemies (e.g., skeletons, giant eyes, wizards). Players use swords, spears, guns, and magic to attack enemies; battles are highlighted by impact sounds, light effects, and small explosions. During the course of the game, players can select traits such as IBS [Irritable Bowel Syndrome] or Super IBS, causing their characters to emit green flatulence clouds; a description of a Mess Hall also contains innuendo/crude humor (e.g., “A place to congregate, conversate, and sometimes even consummate.”)."
HITMAN World of Assassination,"Windows PC, PlayStation 4, PlayStation 5",M,"Blood,Intense Violence,Sexual Themes,Strong Language,Use of Drugs and Alcohol","In-Game Purchases (PC,PlayStation 4,PlayStation 5)","This is a stealth action game in which players assume the role of an assassin (Agent 47) on missions to eliminate assigned targets from around the world. From first- and third-person perspectives, players use pistols, machine guns, sniper rifles, and melee weapons to kill enemy targets. Players use covert methods (e.g., poison, sabotage, staged accidents) and stealth takedowns (e.g., strangulation) to eliminate targets discreetly, avoiding detection and notice. Blood-splatter effects occur frequently as characters are shot and killed; blood is depicted pooling underneath corpses. Environmental objects (e.g., woodchippers, compactors, grinders) can be used to eliminate enemies and/or dispose of bodies, resulting in large blood-splatter effects. Players have the ability to kill civilians and non-adversary characters, though these actions may negatively affect players'' progress and result in penalties. In some missions, characters be seen smoking cannabis joints and snorting cocaine lines on a table. The players'' character can also engage in a drinking contest, as a means to eliminate a target. Some background dialogue can reference suggestive/sexual material (e.g., “We should have porn""; ""...the Swedish girl. I already b*nged her""; ""...please be an orgy...""; ""...{T]hat doesn''t mean I hump every...underwear model I meet at an airplane toilet.”). The words “f**k,” “sh*t,” and “a*shole” are heard in the dialogue."
DINOSAURS: Mission Dino Camp,"PlayStation 4, PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is an action-adventure game in which players assist a paleontologist in dinosaur research. Players complete tasks that include gathering resources, taking pictures of dinosaurs, and using a stun gun to tranquilize dinosaurs to receive care (depicted from a first-person perspective, with targeting crosshairs). Dinosaurs sometimes rush up to the camera and attack, though the screen turns black as players restart the section."
El Shaddai - Ascension of the Metatron,Nintendo Switch,T,"Animated Blood,Fantasy Violence,Mild Suggestive Themes",No Interactive Elements,"This is an action-adventure game in which players control Enoch, a man who must prevent fallen angels from destroying humankind. Players punch, kick, and use a magical sword to defeat a variety of fantastical creatures (e.g., robots, armored animals) and human-like enemies. Some sequences allow players to engage in melee-style attacks: battles are highlighted by grunts, cries of pain, and clanging sound effects—defeated enemies disappear in brief puffs of smoke or bursts of light. In one sequence, two boar-like creatures are depicted in masks that emit red streaming liquid from their eyes. The dialogue sometimes contains suggestive material (e.g., ""[Y]ou defiled your bodies and bore the Nephilim through the blood of the flesh"" and ""I granted wives to satisfy their lust and that they might bear children."")."
Age of Empires IV,"Xbox One, Xbox Series",T,"Mild Blood,Mild Violence","Users Interact (Xbox One,Xbox Series)","This is a real-time strategy game in which players control ancient empires/civilizations through historical battles and cultural expansion periods. From a top-down/overhead perspective, players complete campaigns and command military units (e.g., infantry, cavalry) against rival civilizations. Players can zoom in on battles to view soldiers using swords, spears, arrows, and animals against enemies. Combat is highlighted by frequent cries of pain, impact sounds, and weapon-clashing sounds. A handful of cutscenes contain stylized depictions of violence: Jeanne d''Arc burned at the stake; civilians fleeing from attacking soldiers. During the course of the game, hunted/slain animal carcasses appear as pink-red meat; a live-action video depicts a hawk briefly feeding on its prey."
Fort Solis,PlayStation 5,M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,"This is an adventure game in which players assume the role of an astronaut exploring a mysterious setting on Mars. From a third-person perspective, players explore a mining complex, interact with objects, solve puzzles, and search for clues. As the story progresses, cutscene sequences can depict instances of violence (e.g., characters punched, kicked, and stabbed, resulting in bloody wounds on their bodies), as well as quick-time events that allow players to perform prompted actions (e.g., avoiding a blow, performing a strike, grabbing an ax). Large blood stains are depicted in some environments; one sequence depicts a severed arm on the ground that players pick up to unlock a terminal. The word “f**k” is heard in the game."
Lies of P,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood,Violence",No Interactive Elements,"This is an action role-playing game in which players assume the role of the puppet Pinocchio in his search to become human. From a third-person perspective, players explore environments, collect items, and battle various enemies (e.g., puppets, mechanoid creatures) in melee-style combat. Players use swords and mechanical arms with ranged attacks (e.g., Puppet String, Flamberge) to kill enemies. Boss battles depict more prolonged combat against larger enemies. Battles are highlighted by slashing sounds, cries of pain, and large blood-splatter effects. Some environments depict bloody corpses and large blood stains on the ground."
Moving Out 2,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Crude Humor,No Interactive Elements,"This is an action/puzzle game in which players take on various moving jobs across dimensions of a fictional world. From a top-down perspective, players throw objects into specific zones to complete challenges/objectives. Some sequences require players to pick up and/or throw cartoony poo coils."
Cocoon,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Mild Fantasy Violence,No Interactive Elements,"This is a puzzle adventure game in which players assume the role of a bug-like creature unraveling a cosmic mystery. From a ¾-overhead perspective, players explore worlds within orbs, solve puzzles, and battle the orbs'' guardians. Players use small bomb-like plants to defeat enemies; guardians shoot at characters to slow them down. Battles are accompanied by impact sounds and brief cries of pain."
Lords of the Fallen,"Windows PC, PlayStation 5, Xbox Series",M,"Blood and Gore,Partial Nudity,Strong Language,Violence",Users Interact (PC),"This is an action role-playing game in which players assume the role of a knight on a quest to defeat an evil force. From a third-person perspective, players can travel between fantasy realms to cleanse lands of demonic creatures. Players use swords, spears, hammers, crossbows, and magic to kill monsters in melee-style combat. Battles are highlighted by sword slashes, explosions, and cries of pain. Large blood-splatter effects occur during combat; some areas depict large blood stains, severed limbs, and impaled torsos. One sequence depicts a character disemboweling himself with a sword, with entrails hanging from his open torso. In a handful of scenes, nude bodies/corpse piles appear, with depictions of exposed buttocks and groin areas (no genitalia). The word “f**k” is heard in the game."
Gangs of Sherwood,"Windows PC, PlayStation 5, Xbox Series",T,"Blood,Language,Violence",No Interactive Elements,"This is an action game in which players assume the role of one of four heroes (Robin, Little John, Friar Tuck, Marian) attempting a rebellion and saving the people. From a third-person perspective, players explore a futuristic England, search for riches, and battle hordes of enemies (e.g., soldiers, war machines). Players use swords, bows and arrows, knives, and melee-style attacks to kill enemies. Battles are highlighted by impact sounds, cries of pain, and blood-splatter effects; some environments depict corpses and bloodstains. The word “sh*t” appears in the game."
SWORD ART ONLINE Integral Factor,Windows PC,T,"Fantasy Violence,Mild Language,Mild Suggestive Themes",Users Interact (PC)In-Game Purchases (Includes Random Items) (PC),"This is an adventure game in which players assume the role of a character trying g to escape a video game world. From a third-person perspective, players explore various landscapes and engage in melee-style combat against humans and creatures (e.g., foot soldiers, boars, plant monsters). Players use swords, spears, and magic spells to kill enemies in fast-paced combat. Battles are highlighted by sword slashes, impact sounds, and colorful light effects. Some female characters are designed in revealing outfits and/or positions: bikini in the battlefield; a character appearing to grope another''s breast). The words “a*s,” “p*ss,” and “bastard” appear in the game."
Gargoyles Remastered,"PlayStation 4, Nintendo Switch, Xbox One",E10+,Fantasy Violence,No Interactive Elements,"This is a platformer game in which players assume the role of a gargoyle attempting to defeat an evil force and save the world. From a side-scrolling perspective, players traverse a city, avoid spikes and fire, and fight small enemies (e.g., robots, Viking warriors). Players use melee-style attacks to swipe and claw at enemies. Battles are highlighted by gunfire, cries of pain, and colorful explosions; boss battles depict more protracted combat."
Hellboy Web of Wyrd,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Language,Violence",No Interactive Elements,"This is an action game in which players assume the role of Hellboy as he descends into an alternate dimension to rescue an agent. From a third-person perspective, players traverse the comic book-styled world and battle fantastical creatures (e.g., stone golems, living statues) in close-up melee combat. Players use punches and a handgun to defeat enemy creatures. Combat is accompanied by impact sounds, gunfire, and cries of pain. The words “sh*t” and “a*shole” appear in the game."
UFO ROBOT GRENDIZER - The Feast of the Wolves,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,Fantasy Violence,No Interactive Elements,"This is an action-adventure game in which players control a giant robot to save Earth from an alien invasion. From a third-person perspective, players travel to different regions and protect local inhabitants from giant, insect-like robots. Players use punches, kicks, and a bladed staff to battle enemies in melee-style combat. Battles are fast-paced and highlighted by impact sounds, screen-shaking effects, and large explosions. Players can also engage in one-on-one boss encounters, which can depict robots being ripped to pieces and/or destroyed in large explosions."
Haunted House,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,"Fantasy Violence,Mild Language",No Interactive Elements,"This is an action-adventure game in which players assume the role of a teenager searching for her uncle in a haunted mansion. From a 3/4-overhead perspective, players explore mansion floors, avoid traps, sneak past ghosts, and battle various spirits and monsters. Players defend against attacking ghosts by using a lantern to drain their spirit meters; the lantern can also be used to vaporize unsuspecting ghosts. Combat is accompanied by screen-shaking effects and flashes of light. Boss encounters depict more protracted combat. The word ""hell"" appears in the game."
Avatar The Last Airbender - Quest for Balance,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an adventure game in which players control nine different characters that mostly use elemental powers to solve puzzles, complete quests/tasks, and defeat enemies in order to restore peace. From third-person and 3/4-overhead perspectives, players traverse landscapes, solve puzzles, avoid hazards/obstacles (e.g., flame jets, flame-spouting tanks), and battle enemy soldiers and boss characters. During combat, players knock out sword-wielding enemy soldiers by using bursts of wind/air, water, and earth; some characters use small blades during fights. Combat is sometimes fast-paced, highlighted by impact sounds, dwindling health bars, and cries of pain."
Pups & Purrs Pet Shop,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a simulation game in which players assume the role of a new worker that cares for puppies and kittens at a pet shop. Players can feed, bathe, groom, and play with the puppies and kittens to complete and clear challenges."
A Space for the Unbound,"PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Language,Use of Tobacco",No Interactive Elements,No Rating Summary
STAR OCEAN THE SECOND STORY R,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a role-playing game in which players control heroes attempting to save their planet from destruction. From a third-person perspective, players explore various worlds while performing quests and battling enemies (e.g., bandits, beasts, lizards, phantoms). Players use swords, guns, sticks, and melee-style attacks to defeat enemies. Combat can be fast-paced at times, highlighted by gunfire, impact sounds, and explosions. Cutscenes depict further instances of violence and/or blood: a character injured by a bomb; a character shooting a firebolt at another; bodies lying in pools of blood. The dialogue contains some innuendo and suggestive material (e.g., “You little pervert”; “I didn''t know you had a voyeur fetish”; “I''m just amazed how big and meaty yours are, Rena”; ""How about I try poking them some more?”). During the course of the game, players can encounter drunken characters slurring and hiccupping in taverns. The words “bastard” and “p*ss” appear in the game."
Gord,"PlayStation 5, Xbox Series",T,"Blood and Gore,Language,Use of Alcohol,Violence",No Interactive Elements,"This is an adventure-strategy game in which players assume the role of a steward assisting a king in conquering land and building an empire. From a ¾-overhead perspective, players explore lands, complete quests, build structures, and battle various enemies (e.g., wolves, bears, warriors, giant spiders). Players use swords, spears, axes, and magic to defeat enemies in melee-style combat; battles are highlighted by slashing sounds, cries of pain, and blood-splatter effects. Cutscenes depict further instances of violence and blood: a bloody corpse falling out of a cage; a still-screen of a character above a bloody corpse; a dragon biting a man''s torso in half. The game contains several references to alcohol, including a drunk character''s dialogue (e.g., “Makes the finest mead…*hic*…this side of… wherever”; “Her favorite mistress is drink”; “Meadery”; “Weakness Alcoholism”). The word “sh*t” appears in the game."
Super Sports Blast,"PlayStation 4, Nintendo Switch",E,No Descriptors,No Interactive Elements,No Rating Summary
Gleylancer & Gynoug Combo Pack,"PlayStation 4, PlayStation 5, Nintendo Switch",E10+,"Fantasy Violence,Mild Blood,Mild Suggestive Themes",No Interactive Elements,No Rating Summary
Dragon Prana,"PlayStation 4, PlayStation 5",E10+,"Fantasy Violence,Mild Blood,Use of Alcohol","In-Game Purchases (PlayStation 4,PlayStation 5)",No Rating Summary
