Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Ys IX: Monstrum Nox,PlayStation 5,T,"Fantasy Violence,Language,Mild Blood,Suggestive Themes,Use of Tobacco",No Interactive Elements,"This is an action role-playing game in which players assume the role of an adventurer on a journey through a fantasy/medieval-themed world. From a third-person perspective, players explore a city, interact with characters, complete mission objectives, and battle enemies in real-time combat. Players use swords to slash at fantastical creatures (e.g., monstrous plants, giant spiders, trolls); battles are highlighted by slashing effects, bursts of lights, and cries of pain. Cutscenes depict additional acts of violence: a man impaled in the chest; a character attempting to slice his neck with a sword. One sequence depicts blood streaking down an injured character''s face. The game contains some suggestive material: a character with large portions of exposed buttocks and breasts; dialogue/text such as “Why, none other than a peeping tom, of course” and “Some lecherous degenerate has been leering at the poor defenseless maidens in our baths”; fantasy creatures with exposed breasts, though with no discernible detail. One prolonged cutscene involves characters discussing the positive aspects of cigars; the characters can be seen smoking. The word “sh*t"" is heard in the game."
Company of Heroes 3,Windows PC,M,"Blood and Gore,Strong Language,Violence",Users Interact (PC)In-Game Purchases (PC),"This is a real-time strategy game in which players lead an army to battle in Italy and North Africa during World War II. From a top-down perspective, players command military units (e.g., infantry, tanks, artillery) across various battlefields. Soldiers use machine guns, flamethrowers, and explosives to kill enemies in frenetic combat. Firefights are highlighted by realistic gunfire, blood puffs, and explosions. Some explosives/mortar attacks cause soldiers to break apart, with depictions of blood and/or body parts on the ground. The word “f**k” is heard in the game."
Ys VIII: Lacrimosa of DANA,PlayStation 5,T,"Blood,Fantasy Violence,Language,Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a role-playing game in which players lead adventurers on a quest to escape a mysterious island. As players explore the environment, they interact with characters, engage in quests, and battle fantastical beasts (e.g., dinosaurs, dragons, ghouls). Characters use swords, hammers, guns, and magic to fight enemy creatures in melee-style combat. Battles can be frenetic at times, highlighted by impact sounds, screen-shaking effects, and cries of pain. Blood mist/cloud effects sometimes appear as characters are injured. Some female characters wear outfits that expose large amounts of cleavage; one prolonged sequence depicts a female character covering her body after losing her towel. During the course of the game, a character appears drunk (e.g., swaying, flushed face, audible “hic”); one quest also involves obtaining ingredients to make wine. The word “sh*t” appears in the game."
Horse Tales: Emerald Valley Ranch,"PlayStation 4, PlayStation 5, Nintendo Switch",E,No Descriptors,No Interactive Elements,"This is an adventure/management game in which players can customize their stable while exploring an island and taking care of horses. Players can tame, breed, and train horses, as well as compete in obstacle races."
Tom Clancy''s The Division Heartland,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood,Intense Violence,Strong Language","Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a third-person shooter in which players assume the role of an elite government agent trying to restore order in a fictional town. Players use machine guns, rifles, and explosives to kill members of hostile factions. Battles can be frenetic at times, highlighted by realistic gunfire, cries of pain, blood-splatter effects, and explosions. Cutscenes depict further instances of violence: non-combatant characters executed at close range; a silhouetted scene of Russian roulette, culminating in a head shot; first-person camera footage of a gunfight; captives hit with bats or hammers. Blood pools are sometimes depicted under corpses. The words “f**k” and “sh*t” appear in the game."
"SpongeBob: Krusty Cook-Off ""Extra Krusty Edition""",Nintendo Switch,E,No Descriptors,In-Game Purchases (Switch),No Rating Summary
Medieval Dynasty,"PlayStation 5, Xbox Series",T,"Blood,Mild Language,Suggestive Themes,Use of Alcohol,Violence",No Interactive Elements,No Rating Summary
They Always Run,"PlayStation 4, Nintendo Switch",M,"Blood,Strong Language,Violence",No Interactive Elements,"This is an action platformer in which players assume the role a bounty hunter (Aiden) on missions to capture criminals across the galaxy. Players traverse 2D platform levels while using punches, kicks, swords, and pistols to battle enemies in melee-style combat. Battles are often frenetic, highlighted by sword slashes and close-up slow-motion effects. Blood-splatter effects are frequently depicted as enemies are hit and killed. One sequence depicts a bound character shot in the head at close range. The words “f**k” and “sh*t” appear in the game."
My Universe - My Baby Dragon,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a pet simulation game in which players raise and care for a baby dragon. Players can feed and interact with the dragon while engaging in training activities (e.g., flying lessons, magic training)."
Triangle Strategy,Windows PC,T,"Blood,Fantasy Violence,Language,Mild Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a role-playing adventure game in which players follow the story of a nobleman whose kingdom is on the brink of war. As players progress through the narrative, they can interact with characters to gain allies, make dialogue choices, and engage in tactical turn-based combat. Presented from a 3/4-overhead perspective, players position characters on a grid-based area, using weapon strikes and magic to defeat enemy forces. Battles are accompanied by cries of pain, impact sounds, and screen-shaking effects. Cutscenes depict additional acts of violence and blood: a character with a pool of blood underneath his body; a character killed by an arrow; a character executed off-screen. Some female characters are designed in outfits with moderate amounts of cleavage; the dialogue contains some suggestive innuendo (e.g., “You really must use your head more often. The one atop of your shoulders, that is""; “You seem like an honest man. I will thoroughly enjoy laying you down….hahaha.”). The game contains some references to wine, ale, and getting ""tipsy"" in dialogue; a drunk character is depicted slurring his speech, hiccupping, then passing out. The word “sh*te” is heard in the game."
RWBY: Arrowfell,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an action platformer in which players control warriors that battle various enemies while progressing through a storyline. Players traverse platforms, solve puzzles, interact with characters, and battle small enemies (e.g., robots, cyborgs, human figures). Characters use swords and futuristic blasters to defeat enemies; combat is highlighted by fantastical gunfire, impact sounds, and brief explosions."
Vampire the Masquerade - Coteries of New York,"PlayStation 4, Nintendo Switch",M,"Blood,Mild Violence,Sexual Themes,Strong Language",No Interactive Elements,"This is a visual novel in which players navigate a conflict between vampiric factions in New York. As players follow the storyline, they make dialogue/action choices that can influence the plot; cutscene text can describe violent acts in detail (e.g., “His lifeless body crumples to the ground and begins to decompose in real time”; “You hear the shears click. . .[her] red hair conceals her face as her head falls, separated from the shoulders”). One still image depicts a bedroom with two corpses lying in pools of blood. Sexual material appears in the text/dialogue (e.g., “On top of the bedsheets, you notice what seems to be...pieces of elaborate S&M equipment""; “...feeling up a sex worker at a nightclub;” “[F]un fact about being a vampire...Some of us can even orgasm”; “This is not a sex show?”). The words “f**k,” “c*nt,” and “sh*t” appear in the game."
Vampire the Masquerade - Shadows of New York,"PlayStation 4, Nintendo Switch",M,"Blood,Drug Reference,Mild Violence,Sexual Themes,Strong Language",No Interactive Elements,"This is a visual novel in which players assume the role of a vampire investigating a murder while navigating conflicts between New York''s clans. As players follow the storyline, they make dialogue/action choices to affect the plot. One interrogation scene gives players the option to “do whatever is necessary”; the torture sequence is described in text (no actions depicted). Another scene depicts the aftermath of a gunfight, with corpses lying in pools of blood. The game references sexual material (e.g., “[He''s] a... sexual predator...”; “...some weird psychosexual stuff with her brother”; “You just told me your bosses are having Eyes Wide Shut parties, and suddenly you don''t believe in rich people''s pedophile rings?”). The game includes brief drug content: references to Ketamine and MDMA; dialogue such as “Maybe this one time, the high won''t end”; ""I have to replenish my stash""; ""No drugs tonight""; “What are you, a junkie?”). The words “f**k,” “c*nt,” and “sh*t” appear in the game."
Bayonetta 3,Nintendo Switch,M,"Blood and Gore,Partial Nudity,Strong Language,Violence",In-Game Purchases (Switch),"This is an action-adventure game in which players help Bayonetta battle an invading force from a parallel universe. Players use hand-to-hand combat, magic attacks, and summoned creatures (e.g., dragon, giant frog, spiked spider) to kill enemy forces in frenetic combat. Battles are accompanied by impact sounds, blood splatter, and slow-motion effects. Some sequences depict additional acts of violence and/or gore: characters impaled through their chests; a woman ripping her heart out, holding it out with a blood-stained hand. One sequence depicts a female character''s clothing sliced off and discarded, exposing portions of her buttocks and breasts. The words “f**k” and “sh*t” are heard in the game."
Persona 5 Royal,"Windows PC, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",M,"Blood,Drug Reference,Partial Nudity,Sexual Themes,Strong Language,Violence",No Interactive Elements,"This is a role-playing game in which players assume the role of a high-school student who enters an alternate world and uses special powers to change the hearts of people in the real world. As players explore themed areas of the “Metaverse,” they engage in turn-based combat against fantastical creatures (e.g., demons, evil spirits, shadow creatures). Characters use blades, pipes, firearms, and Personas (i.e., creatures that enable magical attacks) to defeat enemies; battles are highlighted by light effects, impact sounds, and cries of pain. Some cutscenes depict characters ripping masks off their faces as blood sprays. One cutscene depicts a man shooting another character in the head at close range; blood is shown pooling on the floor and splattering the victim''s clothes. Several female monsters/Personas are depicted with exposed breasts, and a handful of creatures have phallic-shaped heads, torsos, or appendages. Various Personas (e.g., Succubus, Incubus) have sexual characteristics that are described in text (e.g., “They visit sleeping men/women and have sexual intercourse with them”); dialogue also includes sexual references (e.g., “Apparently he''s been forcing young idols and other girls to have sex with him to move up in the ranks”). Drug smuggling for the mafia is briefly discussed during a side quest (e.g., “Like illegal drugs…? Maybe they made Iida smuggle drugs for them.”). The words “f**k,” “sh*t,” and “a*shole” appear in the dialogue."
Atelier Ryza 3: Alchemist of the End & the Secret Key,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Mild Language,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players control Ryza and her friends as they search for the source of a mysterious voice. From a third-person perspective, players explore environments (e.g., towns, forests), interact with characters, and battle various enemies (e.g., fairies, knights, wolves, monsters). Characters use swords, staffs, spears, bombs, and magic to defeat enemies; battles can be frenetic, highlighted by impact sounds, light effects, and explosions/fiery blasts. Some female characters are designed with large breasts and revealing outfits (e.g., deep cleavage, swimsuits), and brief/moderate jiggling effects. The word “p*ssed” appears in the game."
JoJo Siwa: Worldwide Party,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,"This is a rhythm-based game in which players help JoJo and her pet dog travel through fantasy worlds. As players run through side-scrolling environments, they collect bows, jump, dash, and slide in time with music."
Shady Part Of Me,"PlayStation 4, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Ninja JaJaMaru: The Great Yokai Battle +Hell - Deluxe Edition,"PlayStation 4, Nintendo Switch",E10+,"Fantasy Violence,Mild Language",No Interactive Elements,"This is a collection of 2D action platformers in which players control a ninja battling human and supernatural enemies. As players traverse platform environments or jump between buildings floors, they can throw shuriken at various enemies (e.g., samurai, demons, skeletons, ghosts). Some games allow players to use elemental/magical special attacks (e.g., fireballs). Boss battles contain more frenetic combat, with players avoiding large amounts of projectiles, laser blasts, and giant swords. The word “hell” appears in some games."
Crystal Ortha,"PlayStation 4, PlayStation 5",E10+,"Fantasy Violence,Use of Alcohol","In-Game Purchases (PlayStation 4,PlayStation 5)",No Rating Summary
Tiny Troopers Global Ops,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood,Fantasy Violence,Mild Language,Use of Tobacco","Users Interact (PC,PlayStation 4,Switch,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Switch,PlayStation 5)","This is an action game in which players control miniature army troops as they engage in missions against enemy factions. From a top-down perspective, players control cartoony soldiers as they explore locations, collect items, and engage in gun fights with enemies. Players use pistols, machine guns, shotguns, and rocket launchers to kill other soldiers. Combat is highlighted by frequent gunfire, cries of pain, and explosions. When any enemy, chicken or non-adversary is shot and/or killed, a brief cloud of blood is depicted. A handful of characters are depicted smoking cigars in still images and/or cutscenes. The word “a*s” appears in the game."
Bus Simulator City Ride,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a bus-driving simulation game in which players drive buses to transport passengers around a city. Players follow traffic rules to earn reputation, unlocking additional buses, districts, and routes."
My Fantastic Ranch,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,"This is a simulation game in which players manage a fantasy ranch to raise dragons and unicorns. Players can build facilities, hire staff to care for creatures, and assign creatures to students to train and compete in tournaments."
80 Days & Overboard!,Nintendo Switch,T,"Drug Reference,Language,Mild Violence,Suggestive Themes",No Interactive Elements,"This is a collection of two text-based adventure games in which players follow characters navigating a murder mystery and attempting to travel the world in 80 days. Both games contain dialogue and action choices that influence each story''s outcome. Some sequences contain instances of violence: a character pushing a man off a ship; players'' choices to stab, smother, or knock out other characters. One prolonged sequence allows players'' character to engage in a suggestive/sexual encounter (e.g., “[He] kisses me, and starts to undo my buttons. He doesn''t ask me for permission...I do exactly what he wants me to do.”). In one game, players can engage in various forms of trade; opium trade/use is referenced in several scenes (e.g., ""A man can make his fortune in opium...""). The word “sh*t” appears in the dialogue."
Yum Yum Cookstar,"PlayStation 4, Nintendo Switch",E,"Alcohol Reference,Comic Mischief",No Interactive Elements,"This is a cooking simulation game in which players cook various dishes and are rated/scored by judges. After players prep, cook, and decorate dishes, they hear judges'' comments about their food. Bad dishes sometimes receive comical insults, including references to indigestion/flatulence (“…[D]id you cut the cheese? ''Cause this stinks!”), belching sounds, and word play with acronyms (e.g., “WTF: What Terrible Food”; “This looks Lit AF: Literally Awful Food”); one dish called Unicorn Poop resembles a rainbow poo coil. Dishes occasionally contain alcohol (e.g., vodka) in their ingredients."
Ultra Mega Xtra Party Challenge,Nintendo Switch,E10+,"Crude Humor,Drug Reference",No Interactive Elements,"This is a party game in which players can engage in 100 micro-games with various whimsical themes. Micro-games primarily involve light reflex and puzzle challenges rendered in a surreal, comical style. Several games and scenes depict male bodybuilders in speedos, including a close-up angle of a man''s jiggling buttocks. There are also cartoony and/or pixelated depictions of characters'' buttocks on outer-space statues/asteroids, cards/drawings, and spaceships. The game includes a play on words about a statue called Steroide/Steroid, presented as a fantastical asteroid and within the context of physical training/body building."
WONDER BOY: THE DRAGON''S TRAP,PlayStation 5,E10+,"Fantasy Violence,Use of Tobacco",No Interactive Elements,No Rating Summary
The Elder Scrolls V: Skyrim Anniversary Edition,Nintendo Switch,M,"Blood and Gore,Intense Violence,Language,Sexual Themes,Use of Alcohol",No Interactive Elements,"This is a fantasy role-playing game in which players assume the role of Dovakin, a figure with the power to combat dragons in the fictional world of Skyrim. As players traverse through open-world environments, they complete missions and quests that impact the fate of their character. Players use swords, bows and arrows, axes, and magic attacks (e.g., fireballs, ice shards) to kill various enemies (e.g., wolves, dragons, soldiers) in melee-style combat. Some sequences are highlighted by slow-motion effects, particularly for decapitations. Large blood-splatter effects also occur during combat, and some environments are stained with blood or body parts (e.g., heads impaled on spikes). Players have the ability to injure/kill non-adversary characters, including bound prisoners that scream in pain. The dialogue and text contain references to sexual material (e.g., “She...raped the men as cruelly as [he] had ravished her”; ""“She knew after all these many years when to be sensual and when to be sexual”; “Remember when you thought [he] was...intent on making you...into his personal sex slave?”). Alcohol such as wine, mead, and ale can be purchased and consumed by players'' character throughout the game; in one sequence, players can engage in a drinking contest with another character, which eventually results in slurred speech. The word “sh*t” appears in the game."
Nickelodeon Kart Racers 3: Slime Speedway,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,"Comic Mischief,Mild Cartoon Violence",No Interactive Elements,"This is a kart racing game, based on characters and themes from Nickelodeon properties, in which players drive around whimsical tracks in contests of speed or arena-type challenges. As characters race, they can pick up and use cartoony weapons (e.g., slime, oversized spatulas, projectiles) that cause opponents to spin out or slow down. Some levels depict giant noses that emit fountains of slime."
Sackboy: A Big Adventure,Windows PC,E,"Mild Cartoon Violence,Mild Lyrics",Users Interact (PC),"This is a 3D adventure platformer in which players assume the role of Sackboy as he explores Craftworld and attempts to rescue Sackfolk from a villain. Players traverse platform environments, collect various items (e.g., bubbles), and battle whimsical enemies (e.g., fabric bulls). Players can defeat enemies by jumping on their heads, smacking them, or pulling their tails; enemies sometimes get stunned with “dizzy stars,” or disappear in a cloud of confetti and smoke. One song contains the word “damn.”"
Tales of Symphonia Remastered,"PlayStation 4, Nintendo Switch",T,"Fantasy Violence,Mild Blood,Mild Language,Simulated Gambling,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players lead a group of adventurers on a quest to save a fantasy world. Players can interact with characters, complete quests, and battle soldiers and enemies (e.g., dragons, skeletons, sorcerers) in melee-style combat. Battles are accompanied by sword slashes, cries of pain, and bursts of light. A few sequences depict additional acts of violence and blood: a character hanging from the gallows, before being saved; an invisible character stabbed, resulting in a small blood pool. The game contains some suggestive material: characters designed with revealing outfits (e.g., deep cleavage); dialogue pertaining to breast size (e.g., “I''m like an ironing board,” “Is your chest the only part of you that''s well endowed?”); male characters caught peeping at women in a hot springs/outdoor bath (one man earns the title Peeping Tom). In one casino setting, players can wager in-game currency on slot machines and blackjack. The word “a*s” appears in the game."
Tales of Symphonia Remastered,"PlayStation 5, Xbox One, Xbox Series",T,"Fantasy Violence,Mild Blood,Mild Language,Simulated Gambling,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players lead a group of adventurers on a quest to save a fantasy world. Players can interact with characters, complete quests, and battle soldiers and enemies (e.g., dragons, skeletons, sorcerers) in melee-style combat. Battles are accompanied by sword slashes, cries of pain, and bursts of light. A few sequences depict additional acts of violence and blood: a character hanging from the gallows, before being saved; an invisible character stabbed, resulting in a small blood pool. The game contains some suggestive material: characters designed with revealing outfits (e.g., deep cleavage); dialogue pertaining to breast size (e.g., “I''m like an ironing board,” “Is your chest the only part of you that''s well endowed?”); male characters caught peeping at women in a hot springs/outdoor bath (one man earns the title Peeping Tom). In one casino setting, players can wager in-game currency on slot machines and blackjack. The word “a*s” appears in the game."
THEATRHYTHM FINAL BAR LINE,"PlayStation 4, Nintendo Switch",T,"Blood,Fantasy Violence,Mild Language,Mild Suggestive Themes","In-Game Purchases (PlayStation 4,Switch)","This is a rhythm game featuring characters, settings, and sequences from the Final Fantasy franchise. Players engage in rhythm-based battles, commanding their fighters to use swords, pistols, and magic spells against enemies (e.g., dragons, ogres, half-human creatures). Video clips/cutscenes also depict instances of violence: large-scale battles with explosions; a character impaled by a lance; characters shot with guns/arrows, accompanied by brief blood spurts. Blood may also appear on the ground and on characters'' faces. Some female characters wear revealing outfits (e.g., low-cut tops, deep cleavage). The word “a*s” appears in the dialogue."
Various Daylife,Windows PC,E10+,"Alcohol Reference,Fantasy Violence,Language",No Interactive Elements,"This is a role-playing game in which players assume the role of a colonist in a fantasy continent. As players traverse 2D environments, they can interact with characters, perform tasks, and engage in turn-based combat with creatures (e.g., golems, dragons, wolves). Players choose weapon attacks and magic spells (e.g., fire blasts, thunder strikes) from a menu; attacks are accompanied by sword slashes, explosions, and light bursts. The game contains some brief alcohol references in the dialogue (e.g., “So you''re hungover”; “What if you had him make you something to prevent you from getting drunk?”). The words “p*ssed” and “bastard” appear in the game."
ASTRO AQUA KITTY,PlayStation 4,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
ASTRO AQUA KITTY - Pawsome Collection,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Bunny Park,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,"This is a resource-management game in which players manage a bunny park. Players can decorate, upgrade, and expand the park to increase its popularity and to obtain additional bunnies."
DC League of Super Pets: The Adventures of Krypto and Ace,"Windows PC, PlayStation 4, Stadia, Nintendo Switch, Xbox One",E10+,Fantasy Violence,No Interactive Elements,"This is an action game in which players control superpowered dogs as they fly through Metropolis battling evil robots. From a third-person perspective, players control Krypto and Ace as they fly in and around buildings using lasers, frost breath, and special attacks to destroy enemies (e.g., drones, turrets, boss robots). Combat is highlighted by explosions, blaster fire, and screen-shaking effects."
DC League of Super-Pets: The Adventures of Krypto and Ace,"PlayStation 5, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an action game in which players control superpowered dogs as they fly through Metropolis battling evil robots. From a third-person perspective, players control Krypto and Ace as they fly in and around buildings using lasers, frost breath, and special attacks to destroy enemies (e.g., drones, turrets, boss robots). Combat is highlighted by explosions, blaster fire, and screen-shaking effects."
FIFA 23 Legacy Edition,Nintendo Switch,E,No Descriptors,Users Interact (Switch)In-Game Purchases (Includes Random Items) (Switch),"This is a soccer simulation game in which players engage in realistic matches with teams across international leagues. Players can practice penalty kicks, assign on-field strategies, and participate in a variety of game modes to improve their soccer skills."
One Piece Odyssey,"Windows PC, PlayStation 4, PlayStation 5, Xbox Series",T,"Mild Language,Suggestive Themes,Use of Tobacco,Violence","In-Game Purchases (PC,PlayStation 4,Xbox Series,PlayStation 5)","This is an action-adventure game in which players follow the story of shipwrecked characters from the One Piece comic and animated series. As players explore a mysterious island, they engage in turn-based battles with enemy pirates/thugs and occasional large creatures. Players choose attack moves/skills from a menu before watching short animations of characters punching/kicking, using swords or pistols, or throwing fireballs/bursts of energy. Characters cry out in pain when injured, and damage is indicated by dwindling health meters/hit points. Cutscenes contain more dramatic instances of violence: characters using fire attacks on each other, as one appears to get killed; a man shooting a pistol at a young character at close range. The game contains some suggestive material: female characters designed with revealing outfits (e.g., low-cut tops, deep cleavage); close-up camera views of characters'' chests; text/dialogue such as ""The golden ration of exposed buttock"" and “Their long exposure to humans has given them a perverted response to naked women.” One recurring character named Smoker is depicted with two cigars in his mouth. The word “bastard” appears in the game."
Psychonauts,Xbox One,T,"Blood,Drug Reference,Fantasy Violence,Mild Language,Mild Suggestive Themes",No Interactive Elements,"This is an adventure game in which players help a young psychic (Raz) save his fellow campers after they are kidnapped from a summer camp. As players explore the camp and project themselves into the minds of others, they use psychic punches and abilities (e.g., Telekinesis, Levitation) to defeat mutant creatures and physical manifestations of emotional trauma. The melee-style combat can be frenetic at times, with impact sounds, cries of pain, and screen-shaking effects. One boss character is depicted with large bloody cleavers and bloodstains on his clothing; one area depicts a giant grinder with bloodstains on its blades. The dialogue and text sometimes reference drugs and suggestive material (e.g., “Earlier tonight, Goggalor broke some of his jailhouse cronies out of the slammer so they can enjoy a night on the town, popping pills and soliciting inexpensive call girls”; ""I''m practicing for tonight, when it''s gonna be full of ladies""; ""Goggalor: On Drugs?""). The word “a*s” appears in the dialogue."
WHITE DAY: A LABYRINTH NAMED SCHOOL,"PlayStation 5, Nintendo Switch",T,"Blood,Violence",No Interactive Elements,"This is a first-person survival horror game in which players assume the role of a high-school student trying to escape a haunted school. As players search for tools/clues, they encounter violent spirits and janitors that roam the halls with baseball bats. If players are caught by a janitor, an animation depicts the central character getting struck with a bat, resulting in blood-splatter effects across the screen. A handful of sequences depict additional acts of violence: a student getting hit several times while lying on the floor; a ghost stabbing the student in the chest with a knife; a woman accidentally falling to her death and bleeding on the ground."
Ice Age: Scrat''s Nutty Adventure,PlayStation 5,E,Mild Cartoon Violence,No Interactive Elements,"This is a 3D action platformer, based on the Ice Age movies, in which players assume the role of a squirrel (Scrat) on a quest to collect nuts. Players run, jump, and climb through prehistoric landscapes while collecting crystals and defeating cartoony creatures (e.g., bugs, rhinos, fish, crabs). Players can perform kicks, jabs, and tail swipes to quickly defeat enemies; combat is accompanied by impact sounds and cries of pain."
PAW Patrol Mighty Pups Save Adventure Bay,PlayStation 5,E,No Descriptors,No Interactive Elements,"This is an adventure-platformer in which players engage in rescue missions with the characters from the TV show Paw Patrol. Players traverse platforms, collect dog treats, and avoid various obstacles."
PAW Patrol the Movie: Adventure City Calls,PlayStation 5,E,No Descriptors,No Interactive Elements,"This is a 3D platformer based on PAW Patrol: The Movie. Players control various PAW Patrol pups through adventures while collecting treats, driving around obstacles, and completing tasks (e.g., collecting trash, clearing rubble)."
Garfield Lasagna Party,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Mild Cartoon Violence,No Interactive Elements,"This is a party game in which players engage in a board game race by playing whimsical mini-games. A handful of mini-games include mild instances of violence: a dog biting/colliding with players, resulting in short cries and loss of health; a snowball fight in which players use a targeting reticule (i.e., crosshairs); players pushing opponents off an iceberg into the water."
LET''S PLAY CURLING!!,Nintendo Switch,E,No Descriptors,No Interactive Elements,This is a sports simulation game in which players compete in curling matches against international teams. Players score points by adjusting the strength of their throw and sweeping the ice to get closest to the center of a target.
SWORD ART ONLINE Alicization Lycoris,Nintendo Switch,T,"Blood,Language,Suggestive Themes,Violence",Users Interact (Switch)In-Game Purchases (Switch),"This is a role-playing game in which players assume the role of a hero attempting to rescue a friend in a virtual world known as the Underworld. From a third-person perspective, players traverse various environments (e.g., caves, villages, open fields), interact with characters, and engage in melee-style combat against enemy soldiers and fantastical creatures (e.g., trolls, giant birds, wild foxes). Players use swords to slash at enemies, sometimes resulting in splashes of blood. Battles are frenetic, with slow-motion effects and cries of pain. Cutscenes depict additional acts of violence: a female character impaled through the chest; characters lying in pools of blood. The game contains some suggestive material in the dialogue (e.g., “I''ve never seen boobs this big before”; “If you would allow me to touch you with these hands, to kiss you…If I could spend the night of my dreams with you”; “Oh, would you have preferred me to be in the nude? You voracious boy.”). Some female characters also wear outfits that reveal large amounts of cleavage. The word “a*shole” appears in the game."
The Big Con - GRIFT OF THE YEAR EDITION,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Drug Reference,Language,Use of Tobacco",No Interactive Elements,No Rating Summary
Hyper Echelon,"PlayStation 4, Nintendo Switch",E10+,"Animated Blood,Fantasy Violence,Language",No Interactive Elements,No Rating Summary
River City Girls 2,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,"Animated Blood,Fantasy Violence,Language,Suggestive Themes",No Interactive Elements,"This is an action-brawler game in which players assume the roles of high-school students trying to defeat a yakuza boss. Players traverse side-scrolling city environments and beat up enemies (e.g., thugs, wrestlers, zombies, students) using punches and kicks in frenetic combat. Battles are highlighted by impact sounds and cries of pain. Some zombies emit splashes of green blood when injured. The game contains some suggestive material in the dialogue (e.g., ""...[K]eep your eyes to yourself, creep-o”; “Wait which one were you ''close'' with...That''s hot.”). Some female characters wear revealing outfits, and a cartoony, pixelated icon depicts a man''s bare buttocks in a sauna. The words “a*s” and “p*ss off” are heard in the game."
The Dark Pictures Anthology: The Devil in Me,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language","Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a survival-horror game in which players follow a film crew trying to escape a murderer on a secluded island. As players follow various characters, they can interact with environmental elements and make action/dialogue choices that influence the story progression. Some choices lead to depictions of intense violence: a woman crushed to death by a wall; a woman stabbed in the eye; a man set on fire; a woman tortured with acid. Players are occasionally forced to choose between saving one character''s life over another, with some outcomes resulting in the deaths of multiple characters. Some sequences depict decapitation and/or mutilation. Blood-splatter effects occur when characters are injured/killed, and large blood stains are sometimes depicted. The words “f**k” and “sh*t” appear in the game."
CoComelon: Play With JJ,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a collection of educational mini-games in which players can interact with a toddler named JJ as he explores his house. Mini-games include counting, singalongs, reading nursery rhymes, and puzzles."
The Dark Pictures Anthology: Little Hope,PlayStation 5,M,"Blood,Intense Violence,Strong Language",Users Interact (PlayStation 5)In-Game Purchases (PlayStation 5),"This is a survival horror game in which players help a group of college students and their teacher escape an isolated town. Players explore interactive environments and choose various action/decision-paths via on-screen prompts. Some choices lead to depictions of intense violence: a woman shot in the neck; a girl burned to death in a house fire; a man shot in the head; a woman accidentally hanged to death; a man stabbed through the eye, with a close-up of the gouged eye. Large blood splatters and pools are depicted as characters are injured and/or killed. The words “f**k” and “sh*t” are heard in the game."
